190001 ,190120 ,	115.0
190001 ,190736 ,	100.0
190001 ,191447 ,	75.0
190001 ,192975 ,	0.0
190001 ,194105 ,	160.0
190001 ,196486 ,	70.0
190001 ,198367 ,	0.0
190002 ,190120 ,	70.0
190002 ,190736 ,	120.0
190002 ,191447 ,	100.0
190002 ,192975 ,	0.0
190002 ,194105 ,	60.0
190002 ,196486 ,	80.0
190002 ,198367 ,	0.0
190003 ,190120 ,	115.0
190003 ,190736 ,	100.0
190003 ,191447 ,	62.0
190003 ,192975 ,	30.0
190003 ,194105 ,	135.0
190003 ,196486 ,	10.0
190003 ,198367 ,	0.0
190004 ,190120 ,	0.0
190004 ,190736 ,	0.0
190004 ,191447 ,	0.0
190004 ,192975 ,	0.0
190004 ,194105 ,	0.0
190004 ,196486 ,	0.0
190004 ,198367 ,	0.0
190005 ,190120 ,	0.0
190005 ,190736 ,	0.0
190005 ,191447 ,	0.0
190005 ,192975 ,	0.0
190005 ,194105 ,	0.0
190005 ,196486 ,	0.0
190005 ,198367 ,	0.0
190006 ,190120 ,	0.0
190006 ,190736 ,	0.0
190006 ,191447 ,	0.0
190006 ,192975 ,	0.0
190006 ,194105 ,	0.0
190006 ,196486 ,	0.0
190006 ,198367 ,	0.0
190007 ,190120 ,	0.0
190007 ,190736 ,	0.0
190007 ,191447 ,	0.0
190007 ,192975 ,	0.0
190007 ,194105 ,	0.0
190007 ,196486 ,	0.0
190007 ,198367 ,	0.0
190008 ,190120 ,	0.0
190008 ,190736 ,	0.0
190008 ,191447 ,	0.0
190008 ,192975 ,	0.0
190008 ,194105 ,	0.0
190008 ,196486 ,	0.0
190008 ,198367 ,	0.0
190009 ,190120 ,	0.0
190009 ,190736 ,	0.0
190009 ,191447 ,	0.0
190009 ,192975 ,	0.0
190009 ,194105 ,	0.0
190009 ,196486 ,	0.0
190009 ,198367 ,	0.0
190010 ,190120 ,	0.0
190010 ,190736 ,	0.0
190010 ,191447 ,	0.0
190010 ,192975 ,	0.0
190010 ,194105 ,	0.0
190010 ,196486 ,	0.0
190010 ,198367 ,	0.0
190011 ,190120 ,	0.0
190011 ,190736 ,	8.0
190011 ,191447 ,	0.0
190011 ,192975 ,	0.0
190011 ,194105 ,	2.0
190011 ,196486 ,	0.0
190011 ,198367 ,	0.0
190012 ,190120 ,	10.0
190012 ,190736 ,	27.0
190012 ,191447 ,	5.0
190012 ,192975 ,	0.0
190012 ,194105 ,	15.0
190012 ,196486 ,	25.0
190012 ,198367 ,	0.0
190101 ,190120 ,	80.0
190101 ,190736 ,	96.0
190101 ,191447 ,	68.0
190101 ,192975 ,	0.0
190101 ,194105 ,	105.0
190101 ,196486 ,	60.0
190101 ,198367 ,	35.0
190102 ,190120 ,	65.0
190102 ,190736 ,	91.0
190102 ,191447 ,	75.0
190102 ,192975 ,	130.0
190102 ,194105 ,	32.0
190102 ,196486 ,	75.0
190102 ,198367 ,	0.0
190103 ,190120 ,	0.0
190103 ,190736 ,	9.0
190103 ,191447 ,	0.0
190103 ,192975 ,	0.0
190103 ,194105 ,	30.0
190103 ,196486 ,	0.0
190103 ,198367 ,	0.0
190104 ,190120 ,	0.0
190104 ,190736 ,	0.0
190104 ,191447 ,	0.0
190104 ,192975 ,	0.0
190104 ,194105 ,	0.0
190104 ,196486 ,	0.0
190104 ,198367 ,	0.0
190105 ,190120 ,	0.0
190105 ,190736 ,	0.0
190105 ,191447 ,	0.0
190105 ,192975 ,	0.0
190105 ,194105 ,	0.0
190105 ,196486 ,	0.0
190105 ,198367 ,	0.0
190106 ,190120 ,	0.0
190106 ,190736 ,	0.0
190106 ,191447 ,	0.0
190106 ,192975 ,	0.0
190106 ,194105 ,	0.0
190106 ,196486 ,	0.0
190106 ,198367 ,	0.0
190107 ,190120 ,	0.0
190107 ,190736 ,	0.0
190107 ,191447 ,	0.0
190107 ,192975 ,	0.0
190107 ,194105 ,	0.0
190107 ,196486 ,	0.0
190107 ,198367 ,	0.0
190108 ,190120 ,	0.0
190108 ,190736 ,	0.0
190108 ,191447 ,	0.0
190108 ,192975 ,	0.0
190108 ,194105 ,	0.0
190108 ,196486 ,	0.0
190108 ,198367 ,	0.0
190109 ,190120 ,	0.0
190109 ,190736 ,	0.0
190109 ,191447 ,	0.0
190109 ,192975 ,	0.0
190109 ,194105 ,	0.0
190109 ,196486 ,	0.0
190109 ,198367 ,	0.0
190110 ,190120 ,	0.0
190110 ,190736 ,	0.0
190110 ,191447 ,	0.0
190110 ,192975 ,	0.0
190110 ,194105 ,	0.0
190110 ,196486 ,	0.0
190110 ,198367 ,	0.0
190111 ,190120 ,	0.0
190111 ,190736 ,	36.0
190111 ,191447 ,	15.0
190111 ,192975 ,	15.0
190111 ,194105 ,	45.0
190111 ,196486 ,	20.0
190111 ,198367 ,	0.0
190112 ,190120 ,	160.0
190112 ,190736 ,	82.0
190112 ,191447 ,	62.0
190112 ,192975 ,	20.0
190112 ,194105 ,	188.0
190112 ,196486 ,	0.0
190112 ,198367 ,	0.0
190201 ,190120 ,	65.0
190201 ,190736 ,	114.0
190201 ,191447 ,	105.0
190201 ,191561 ,	83.0
190201 ,192975 ,	90.0
190201 ,194105 ,	118.0
190201 ,196486 ,	90.0
190201 ,198367 ,	0.0
190202 ,190120 ,	95.0
190202 ,190736 ,	225.0
190202 ,191447 ,	180.0
190202 ,192975 ,	0.0
190202 ,194105 ,	178.0
190202 ,196486 ,	152.0
190202 ,198367 ,	0.0
190203 ,190120 ,	95.0
190203 ,190736 ,	110.0
190203 ,191447 ,	110.0
190203 ,192975 ,	0.0
190203 ,194105 ,	110.0
190203 ,196486 ,	50.0
190203 ,198367 ,	0.0
190204 ,190120 ,	0.0
190204 ,190736 ,	0.0
190204 ,191447 ,	0.0
190204 ,192975 ,	0.0
190204 ,194105 ,	0.0
190204 ,196486 ,	0.0
190204 ,198367 ,	0.0
190205 ,190120 ,	0.0
190205 ,190736 ,	0.0
190205 ,191447 ,	0.0
190205 ,192975 ,	0.0
190205 ,194105 ,	0.0
190205 ,196486 ,	0.0
190205 ,198367 ,	0.0
190206 ,190120 ,	0.0
190206 ,190736 ,	0.0
190206 ,191447 ,	0.0
190206 ,192975 ,	0.0
190206 ,194105 ,	0.0
190206 ,196486 ,	0.0
190206 ,198367 ,	0.0
190207 ,190120 ,	0.0
190207 ,190736 ,	0.0
190207 ,191447 ,	0.0
190207 ,192975 ,	0.0
190207 ,194105 ,	0.0
190207 ,196486 ,	0.0
190207 ,198367 ,	0.0
190208 ,190120 ,	0.0
190208 ,190736 ,	0.0
190208 ,191447 ,	0.0
190208 ,192975 ,	0.0
190208 ,194105 ,	0.0
190208 ,196486 ,	0.0
190208 ,198367 ,	0.0
190209 ,190120 ,	0.0
190209 ,190736 ,	0.0
190209 ,191447 ,	0.0
190209 ,192975 ,	0.0
190209 ,194105 ,	0.0
190209 ,196486 ,	0.0
190209 ,198367 ,	0.0
190210 ,190120 ,	0.0
190210 ,190736 ,	0.0
190210 ,191447 ,	0.0
190210 ,192975 ,	0.0
190210 ,194105 ,	0.0
190210 ,196486 ,	0.0
190210 ,198367 ,	0.0
190211 ,190120 ,	15.0
190211 ,190736 ,	0.0
190211 ,191447 ,	5.0
190211 ,192975 ,	0.0
190211 ,194105 ,	10.0
190211 ,196486 ,	0.0
190211 ,198367 ,	0.0
190212 ,190120 ,	265.0
190212 ,190736 ,	320.0
190212 ,191447 ,	230.0
190212 ,192975 ,	310.0
190212 ,194105 ,	332.0
190212 ,196486 ,	270.0
190212 ,198367 ,	445.0
190301 ,190120 ,	90.0
190301 ,190736 ,	100.0
190301 ,191447 ,	70.0
190301 ,192975 ,	45.0
190301 ,194105 ,	85.0
190301 ,196486 ,	100.0
190301 ,198367 ,	0.0
190302 ,190120 ,	120.0
190302 ,190736 ,	190.0
190302 ,191447 ,	150.0
190302 ,192975 ,	130.0
190302 ,194105 ,	165.0
190302 ,196486 ,	170.0
190302 ,198367 ,	0.0
190303 ,190120 ,	10.0
190303 ,190736 ,	2.0
190303 ,191447 ,	0.0
190303 ,192975 ,	0.0
190303 ,194105 ,	5.0
190303 ,196486 ,	0.0
190303 ,198367 ,	0.0
190304 ,190120 ,	0.0
190304 ,190736 ,	0.0
190304 ,191447 ,	0.0
190304 ,192975 ,	0.0
190304 ,194105 ,	0.0
190304 ,196486 ,	0.0
190304 ,198367 ,	0.0
190305 ,190120 ,	0.0
190305 ,190736 ,	0.0
190305 ,191447 ,	0.0
190305 ,192975 ,	0.0
190305 ,194105 ,	0.0
190305 ,196486 ,	0.0
190305 ,198367 ,	0.0
190306 ,190120 ,	0.0
190306 ,190736 ,	0.0
190306 ,191447 ,	0.0
190306 ,192975 ,	0.0
190306 ,194105 ,	0.0
190306 ,196486 ,	0.0
190306 ,198367 ,	0.0
190307 ,190120 ,	0.0
190307 ,190736 ,	0.0
190307 ,191447 ,	0.0
190307 ,192975 ,	0.0
190307 ,194105 ,	0.0
190307 ,196486 ,	0.0
190307 ,198367 ,	0.0
190308 ,190120 ,	0.0
190308 ,190736 ,	0.0
190308 ,191447 ,	0.0
190308 ,192975 ,	0.0
190308 ,194105 ,	0.0
190308 ,196486 ,	0.0
190308 ,198367 ,	0.0
190309 ,190120 ,	0.0
190309 ,190736 ,	0.0
190309 ,191447 ,	0.0
190309 ,192975 ,	0.0
190309 ,194105 ,	0.0
190309 ,196486 ,	0.0
190309 ,198367 ,	0.0
190310 ,190120 ,	0.0
190310 ,190736 ,	0.0
190310 ,191447 ,	0.0
190310 ,192975 ,	0.0
190310 ,194105 ,	0.0
190310 ,196486 ,	0.0
